1656633829989,0.1021804
1656634431336,0.1105595
1656635031634,0.1030414
1656635631578,0.1004803
1656636231402,0.1052371
1656636831355,0.111812
1656637431166,0.1053336
1656638031711,0.1033298
1656638631711,0.0968043
1656639231972,0.0953463
1656639832021,0.107715
1656640431745,0.0975711
1656641031752,0.0946062
1656641631673,0.111502
1656642232230,0.0995106
1656642832188,0.1056778
1656643431649,0.103392
1656644032207,0.1007371
1656644632411,0.1003073
1656645232522,0.104661
1656645831974,0.0993689
1656646432137,0.1046036
1656647033011,0.098159
1656647632376,0.1080623
1656648231804,0.1018202
1656648832893,0.0973357
1656649432900,0.0872098
1656650032691,0.1111628
1656650632693,0.1128488
1656651232318,0.0968565
1656651832327,0.1125215
1656652432324,0.1146007
1656653032983,0.1031179
1656653633175,0.0985112
1656654232834,0.1211893
1656654832920,0.1097716
1656655432652,0.1027988
1656656033276,0.1149404
1656656633223,0.1204545
1656657233991,0.0901963
1656657834336,0.105248
1656658434550,0.1129279
1656659034140,0.1057782
1656659633670,0.1069328
1656660234275,0.0956994
1656660833097,0.1104086
1656661433686,0.0959315
1656662033604,0.0986543
1656662632950,0.1215015
1656663233811,0.1014545
1656663834121,0.0949449
1656664433362,0.1121437
1656665033156,0.1172126
1656665633826,0.1044125
1656666233884,0.109065
1656666834083,0.1119137
1656667434222,0.0932278
1656668034097,0.1210836
1656668633489,0.0999063
1656669233917,0.1162224
1656669833689,0.1186237
1656670434324,0.1196293
1656671033829,0.1169951
1656671633815,0.1142905
1656672233842,0.1045917
1656672833785,0.0921907
1656673434679,0.0962006
1656674034552,0.1098335
1656674633935,0.1184845
1656675234748,0.0954798
1656675834480,0.113478
1656676434869,0.1200971
1656677034491,0.1048234
1656677634846,0.1100071
1656678234388,0.1144081
1656678834254,0.1127507
1656679434443,0.0906426
1656680035704,0.1209299
1656680635493,0.09483
1656681234505,0.1138432
1656681834387,0.1128713
1656682435406,0.115828
1656683034708,0.102264
1656683634457,0.1033142
1656684234829,0.1125457
1656684834570,0.1026761
1656685435396,0.1036195
1656686034953,0.1071814
1656686635578,0.1008972
1656687234970,0.1050816
1656687835735,0.1125144
1656688435020,0.0972616
1656689035031,0.0911309
1656689635098,0.1022496
1656690235043,0.1107268
1656690835742,0.1003475
1656691435688,0.0987636
1656692035456,0.107081
1656692635295,0.0989553
1656693235670,0.1138821
1656693836107,0.1093761
1656694435843,0.0936338
1656695035542,0.1074025
1656695635407,0.1037217
1656696236301,0.1061582
1656696836338,0.1104436
1656697436045,0.1036966
1656698036698,0.1140039
1656698636445,0.1114296
1656699236273,0.1056455
1656699836093,0.1108726
1656700436674,0.1005582
1656701036386,0.1009896
1656701636478,0.1062491
1656702236356,0.0949631
1656702836589,0.1054507
1656703435947,0.0909898
1656704036416,0.1024233
1656704637275,0.1029901
1656705236539,0.0985165
1656705836576,0.0976669
1656706436972,0.1000954
1656707037168,0.1001111
1656707636781,0.1016484
1656708236446,0.1057658
1656708836732,0.1058669
1656709437317,0.1018095
1656710037090,0.1066377
1656710637203,0.1023426
1656711237812,0.1074434
1656711837374,0.1124439
1656712437713,0.1110553
1656713036886,0.1048351
1656713637041,0.0997095
1656714236983,0.110982
1656714837554,0.1061912
1656715437844,0.1083599
1656716037376,0.1056162
1656716637487,0.1068109
1656717238079,0.0949281
1656717837405,0.1047737
1656718437152,0.1082136
1656719037226,0.0999566
1656719637484,0.1047635
1656720237635,0.0999863
1656720837824,0.100619
1656721437613,0.1021678
1656722037741,0.1027305
1656722638171,0.103159
1656723237624,0.1047397
1656723838041,0.103926
1656724438094,0.1045787
1656725038542,0.1056081
1656725638558,0.1080659
1656726238347,0.0977609
1656726838274,0.0941334
1656727438847,0.0984737
1656728038334,0.1005354
1656728637862,0.0995906
1656729238469,0.1007155
1656729839150,0.0896823
1656730438093,0.1081547
1656731038942,0.1022916
1656731638875,0.1015105
1656732238962,0.1028625
1656733438799,0.1132762
1656734038424,0.0975509
1656734639161,0.1078926
1656735239293,0.1071009
1656735838535,0.1024707
1656736438847,0.1066107
1656737039107,0.107374
1656737639145,0.1046595
1656738239662,0.0996227
1656738838741,0.1035869
1656739438815,0.1089795
1656740039257,0.098549
1656740639207,0.1095269
1656741239682,0.0960209
1656741839555,0.0997454
1656742439630,0.1068873
1656743039696,0.1050228
1656743639724,0.1031425
1656744240196,0.1035877
1656744839687,0.0982627
1656745439169,0.1019442
1656746039641,0.1048159
1656746639521,0.1159187
1656747240045,0.1118106
1656747839771,0.1222131
1656748439467,0.1051946
1656749039954,0.1173862
1656749639638,0.095879
1656750239853,0.0944547
1656750840163,0.0943781
1656751439964,0.1102339
1656752040401,0.10183
1656752640666,0.121376
1656753239776,0.1027586
1656753840209,0.109293
1656754439587,0.1191174
1656755039918,0.1180434
1656755640569,0.0974739
1656756240177,0.1080524
1656756840452,0.1191704
1656757439727,0.088587
1656758039902,0.0952358
1656758640843,0.1113733
1656759240567,0.0943849
1656759840512,0.1041392
1656760440322,0.0960503
1656761040910,0.1178641
1656761640771,0.1180283
1656762240448,0.0981436
1656762841008,0.1203642
1656763440680,0.1181015
1656764040848,0.0988324
1656764640336,0.0928875
1656765240958,0.103347
1656765841144,0.1038988
1656766440811,0.1167018
1656767040711,0.0985472
1656767640753,0.0946725
1656768240964,0.0944931
1656768841051,0.107411
1656769440868,0.1101946
1656770040744,0.0949441
1656770640632,0.1120765
1656771241093,0.1051734
1656771840561,0.1074562
1656772441502,0.1009896
1656773041373,0.1109956
1656773641140,0.109181
1656774241181,0.0998624
1656774840949,0.1058633
1656775441424,0.1129406
1656776041226,0.1154679
1656776640981,0.1052733
1656777241781,0.0976236
1656777841217,0.1060607
1656778441443,0.101576
1656779041343,0.1068382
1656779641437,0.1101411
1656780241934,0.1088186
1656780841900,0.1081232
1656781441452,0.1040296
1656782041855,0.1072885
1656782641364,0.1008899
1656783241830,0.1094368
1656784442647,0.1039567
1656785041544,0.1065921
1656785642128,0.1043045
1656786242521,0.1049791
1656786841778,0.1098422
1656787442120,0.1073347
1656788042470,0.1008837
1656788641851,0.1120309
1656789242026,0.0962059
1656789842170,0.0995598
1656790443094,0.1153595
1656791042200,0.1060576
1656791641868,0.1052269
1656792242872,0.1063662
1656792842690,0.1068946
1656793442856,0.1077543
1656794043541,0.106731
1656794643578,0.1006563
1656795242479,0.101205
1656795842538,0.1047316
1656796442699,0.0919733
1656797042596,0.1034735
1656797643134,0.1090621
1656798242264,0.1013962
1656798843265,0.1001062
1656799442730,0.1001173
1656800043070,0.1058186
1656800642993,0.095334
1656801243019,0.1007637
1656801842406,0.089838
1656802442616,0.1096198
1656803042407,0.1019095
1656803643365,0.1083541
1656804243170,0.1024065
1656804843099,0.1028476
1656805443778,0.1063752
1656806043583,0.0986212
1656806643428,0.1109661
1656807243086,0.1018965
1656807843650,0.1095743
1656808443944,0.1081988
1656809043849,0.1042491
1656809643515,0.103054
1656810243504,0.1015571
1656810843577,0.0935726
1656811443349,0.0944059
1656812043663,0.0977661
1656812643418,0.1006579
1656813243943,0.1046661
1656813844032,0.1044392
1656814444084,0.0986879
1656815043811,0.1113807
1656815644009,0.1071368
1656816244000,0.1103859
1656816843827,0.1055325
1656817443888,0.1094214
1656818044465,0.0960573
1656818644256,0.1049675
1656819243614,0.110114
1656819843965,0.0952215
1656820444491,0.1035966
1656821043834,0.1041513
1656821644291,0.1069881
1656822243806,0.1045972
1656822844412,0.102231
1656823444922,0.1013781
1656824044892,0.1000509
1656824644525,0.0993421
1656825244193,0.1070944
1656825844790,0.0980828
1656826444504,0.0979005
1656827045015,0.1060849
1656827645090,0.1024694
1656828244352,0.0953372
1656828844512,0.1073573
1656829444743,0.1043324
1656830044799,0.1066047
1656830644940,0.0956543
1656831244884,0.1132534
1656831844708,0.1135009
1656832444635,0.0938842
1656833044921,0.1045704
1656833644838,0.1106079
1656834244412,0.108928
1656834844728,0.1089332
1656835445282,0.0928936
1656836044868,0.1070793
1656836645465,0.1097811
1656837245559,0.1037379
1656837844881,0.1013308
1656838445229,0.1113851
